Jurisdiction,Value,Race/ ethnicity,Year,Measure
Wicomico,6.9,All races/ ethnicities (aggregated),2019,Child Maltreatment
Worcester,13.1,All races/ ethnicities (aggregated),2019,Child Maltreatment
State,0.9,Asian/Pacific Islander Non-Hispanic/Latino,2019,Child Maltreatment
Allegany,,Asian/Pacific Islander Non-Hispanic/Latino,2019,Child Maltreatment
Anne Arundel,0.2,Asian/Pacific Islander Non-Hispanic/Latino,2019,Child Maltreatment
Baltimore City,1.7,Asian/Pacific Islander Non-Hispanic/Latino,2019,Child Maltreatment
Baltimore County,1.8,Asian/Pacific Islander Non-Hispanic/Latino,2019,Child Maltreatment
Calvert,3.2,Asian/Pacific Islander Non-Hispanic/Latino,2019,Child Maltreatment
Caroline,10.2,Asian/Pacific Islander Non-Hispanic/Latino,2019,Child Maltreatment
Carroll,,Asian/Pacific Islander Non-Hispanic/Latino,2019,Child Maltreatment
Prince George's,0.8,Asian/Pacific Islander Non-Hispanic/Latino,2019,Child Maltreatment
Queen Anne's,,Asian/Pacific Islander Non-Hispanic/Latino,2019,Child Maltreatment
Saint Mary's,1.3,Asian/Pacific Islander Non-Hispanic/Latino,2019,Child Maltreatment
Cecil,,Asian/Pacific Islander Non-Hispanic/Latino,2019,Child Maltreatment
Charles,1.4,Asian/Pacific Islander Non-Hispanic/Latino,2019,Child Maltreatment
Dorchester,,Asian/Pacific Islander Non-Hispanic/Latino,2019,Child Maltreatment
Frederick,1.1,Asian/Pacific Islander Non-Hispanic/Latino,2019,Child Maltreatment
Garrett,25.6,Asian/Pacific Islander Non-Hispanic/Latino,2019,Child Maltreatment
Harford,2.3,Asian/Pacific Islander Non-Hispanic/Latino,2019,Child Maltreatment
Howard,0.5,Asian/Pacific Islander Non-Hispanic/Latino,2019,Child Maltreatment
Kent,,Asian/Pacific Islander Non-Hispanic/Latino,2019,Child Maltreatment
Montgomery,0.6,Asian/Pacific Islander Non-Hispanic/Latino,2019,Child Maltreatment
Somerset,,Asian/Pacific Islander Non-Hispanic/Latino,2019,Child Maltreatment
Talbot,,Asian/Pacific Islander Non-Hispanic/Latino,2019,Child Maltreatment
Washington,3.4,Asian/Pacific Islander Non-Hispanic/Latino,2019,Child Maltreatment
Wicomico,,Asian/Pacific Islander Non-Hispanic/Latino,2019,Child Maltreatment
Worcester,4.9,Asian/Pacific Islander Non-Hispanic/Latino,2019,Child Maltreatment
State,7.0,Black or African American,2019,Child Maltreatment
Allegany,15.6,Black or African American,2019,Child Maltreatment
Anne Arundel,6.4,Black or African American,2019,Child Maltreatment
Baltimore City,11.2,Black or African American,2019,Child Maltreatment
Baltimore County,5.7,Black or African American,2019,Child Maltreatment
Calvert,7.2,Black or African American,2019,Child Maltreatment
Caroline,4.4,Black or African American,2019,Child Maltreatment
Carroll,8.4,Black or African American,2019,Child Maltreatment
Cecil,10.1,Black or African American,2019,Child Maltreatment
Charles,3.8,Black or African American,2019,Child Maltreatment
Dorchester,16.9,Black or African American,2019,Child Maltreatment
Frederick,5.7,Black or African American,2019,Child Maltreatment
Garrett,18.1,Black or African American,2019,Child Maltreatment
Harford,14.3,Black or African American,2019,Child Maltreatment
Howard,4.3,Black or African American,2019,Child Maltreatment
Kent,9.4,Black or African American,2019,Child Maltreatment
Montgomery,5.4,Black or African American,2019,Child Maltreatment
Somerset,8.8,Black or African American,2019,Child Maltreatment
Talbot,6.0,Black or African American,2019,Child Maltreatment
Washington,9.0,Black or African American,2019,Child Maltreatment
Wicomico,7.9,Black or African American,2019,Child Maltreatment
Worcester,10.4,Black or African American,2019,Child Maltreatment
Prince George's,5.4,Black or African American,2019,Child Maltreatment
Queen Anne's,6.7,Black or African American,2019,Child Maltreatment
Saint Mary's,7.6,Black or African American,2019,Child Maltreatment
Prince George's,5.8,Black or African American Non-Hispanic/Latino,2019,Child Maltreatment
Queen Anne's,7.3,Black or African American Non-Hispanic/Latino,2019,Child Maltreatment
State,7.4,Black or African American Non-Hispanic/Latino,2019,Child Maltreatment
Allegany,16.4,Black or African American Non-Hispanic/Latino,2019,Child Maltreatment
Anne Arundel,6.7,Black or African American Non-Hispanic/Latino,2019,Child Maltreatment
Baltimore City,11.5,Black or African American Non-Hispanic/Latino,2019,Child Maltreatment
Baltimore County,5.9,Black or African American Non-Hispanic/Latino,2019,Child Maltreatment
Calvert,7.6,Black or African American Non-Hispanic/Latino,2019,Child Maltreatment
Caroline,4.7,Black or African American Non-Hispanic/Latino,2019,Child Maltreatment
Carroll,8.4,Black or African American Non-Hispanic/Latino,2019,Child Maltreatment
Cecil,11.3,Black or African American Non-Hispanic/Latino,2019,Child Maltreatment
Charles,4.0,Black or African American Non-Hispanic/Latino,2019,Child Maltreatment
Dorchester,18.1,Black or African American Non-Hispanic/Latino,2019,Child Maltreatment
Frederick,6.2,Black or African American Non-Hispanic/Latino,2019,Child Maltreatment
Garrett,18.2,Black or African American Non-Hispanic/Latino,2019,Child Maltreatment
Harford,15.0,Black or African American Non-Hispanic/Latino,2019,Child Maltreatment
Howard,4.5,Black or African American Non-Hispanic/Latino,2019,Child Maltreatment
Kent,9.9,Black or African American Non-Hispanic/Latino,2019,Child Maltreatment
Montgomery,5.9,Black or African American Non-Hispanic/Latino,2019,Child Maltreatment
Somerset,9.2,Black or African American Non-Hispanic/Latino,2019,Child Maltreatment
Talbot,6.6,Black or African American Non-Hispanic/Latino,2019,Child Maltreatment
Washington,9.3,Black or African American Non-Hispanic/Latino,2019,Child Maltreatment
Wicomico,8.1,Black or African American Non-Hispanic/Latino,2019,Child Maltreatment
Worcester,10.8,Black or African American Non-Hispanic/Latino,2019,Child Maltreatment
Saint Mary's,7.9,Black or African American Non-Hispanic/Latino,2019,Child Maltreatment
State,3.5,Hispanic,2019,Child Maltreatment
Allegany,,Hispanic,2019,Child Maltreatment
Anne Arundel,3.0,Hispanic,2019,Child Maltreatment
Baltimore City,5.5,Hispanic,2019,Child Maltreatment
Baltimore County,2.8,Hispanic,2019,Child Maltreatment
Calvert,2.2,Hispanic,2019,Child Maltreatment
Caroline,4.3,Hispanic,2019,Child Maltreatment
Carroll,3.2,Hispanic,2019,Child Maltreatment
Cecil,3.4,Hispanic,2019,Child Maltreatment
Charles,2.1,Hispanic,2019,Child Maltreatment
Dorchester,2.7,Hispanic,2019,Child Maltreatment
Frederick,2.2,Hispanic,2019,Child Maltreatment
Garrett,,Hispanic,2019,Child Maltreatment
Harford,4.1,Hispanic,2019,Child Maltreatment
Howard,2.3,Hispanic,2019,Child Maltreatment
Kent,,Hispanic,2019,Child Maltreatment
Montgomery,3.9,Hispanic,2019,Child Maltreatment
Somerset,2.3,Hispanic,2019,Child Maltreatment
Talbot,3.5,Hispanic,2019,Child Maltreatment
Prince George's,3.2,Hispanic,2019,Child Maltreatment
Queen Anne's,1.2,Hispanic,2019,Child Maltreatment
Saint Mary's,1.5,Hispanic,2019,Child Maltreatment
Washington,3.8,Hispanic,2019,Child Maltreatment
Wicomico,6.6,Hispanic,2019,Child Maltreatment
Worcester,9.5,Hispanic,2019,Child Maltreatment
Prince George's,2.0,White,2019,Child Maltreatment
Queen Anne's,1.2,White,2019,Child Maltreatment
Saint Mary's,2.8,White,2019,Child Maltreatment
State,3.4,White,2019,Child Maltreatment
Allegany,9.7,White,2019,Child Maltreatment
Anne Arundel,2.9,White,2019,Child Maltreatment
Baltimore City,5.2,White,2019,Child Maltreatment
Baltimore County,3.4,White,2019,Child Maltreatment
Calvert,3.6,White,2019,Child Maltreatment
Caroline,4.6,White,2019,Child Maltreatment
Carroll,2.6,White,2019,Child Maltreatment
Cecil,9.1,White,2019,Child Maltreatment
Charles,3.3,White,2019,Child Maltreatment
Dorchester,8.6,White,2019,Child Maltreatment
Frederick,2.2,White,2019,Child Maltreatment
Garrett,23.9,White,2019,Child Maltreatment
Harford,6.9,White,2019,Child Maltreatment
Howard,1.3,White,2019,Child Maltreatment
Kent,6.5,White,2019,Child Maltreatment
Montgomery,1.4,White,2019,Child Maltreatment
Somerset,5.8,White,2019,Child Maltreatment
Talbot,3.6,White,2019,Child Maltreatment
Washington,4.4,White,2019,Child Maltreatment
Wicomico,3.6,White,2019,Child Maltreatment
Worcester,10.5,White,2019,Child Maltreatment
State,3.9,White Non-Hispanic/Latino,2019,Child Maltreatment
Allegany,9.9,White Non-Hispanic/Latino,2019,Child Maltreatment
Anne Arundel,3.1,White Non-Hispanic/Latino,2019,Child Maltreatment
Baltimore City,6.2,White Non-Hispanic/Latino,2019,Child Maltreatment
Baltimore County,3.6,White Non-Hispanic/Latino,2019,Child Maltreatment
Calvert,3.7,White Non-Hispanic/Latino,2019,Child Maltreatment
Caroline,5.1,White Non-Hispanic/Latino,2019,Child Maltreatment
Carroll,2.7,White Non-Hispanic/Latino,2019,Child Maltreatment
Cecil,9.6,White Non-Hispanic/Latino,2019,Child Maltreatment
Charles,3.4,White Non-Hispanic/Latino,2019,Child Maltreatment
Dorchester,9.7,White Non-Hispanic/Latino,2019,Child Maltreatment
Frederick,2.3,White Non-Hispanic/Latino,2019,Child Maltreatment
Garrett,24.4,White Non-Hispanic/Latino,2019,Child Maltreatment
Harford,7.2,White Non-Hispanic/Latino,2019,Child Maltreatment
Howard,1.0,White Non-Hispanic/Latino,2019,Child Maltreatment
Kent,7.1,White Non-Hispanic/Latino,2019,Child Maltreatment
Montgomery,1.2,White Non-Hispanic/Latino,2019,Child Maltreatment
Somerset,6.3,White Non-Hispanic/Latino,2019,Child Maltreatment
Talbot,4.1,White Non-Hispanic/Latino,2019,Child Maltreatment
Washington,4.8,White Non-Hispanic/Latino,2019,Child Maltreatment
Wicomico,3.9,White Non-Hispanic/Latino,2019,Child Maltreatment
Worcester,10.7,White Non-Hispanic/Latino,2019,Child Maltreatment
Prince George's,3.3,White Non-Hispanic/Latino,2019,Child Maltreatment
Queen Anne's,1.3,White Non-Hispanic/Latino,2019,Child Maltreatment
Saint Mary's,2.9,White Non-Hispanic/Latino,2019,Child Maltreatment
Prince George's,4.6,All races/ ethnicities (aggregated),2020,Child Maltreatment
Queen Anne's,2.0,All races/ ethnicities (aggregated),2020,Child Maltreatment
Saint Mary's,3.0,All races/ ethnicities (aggregated),2020,Child Maltreatment
State,4.5,All races/ ethnicities (aggregated),2020,Child Maltreatment
Allegany,8.4,All races/ ethnicities (aggregated),2020,Child Maltreatment
Anne Arundel,3.1,All races/ ethnicities (aggregated),2020,Child Maltreatment
Baltimore City,9.9,All races/ ethnicities (aggregated),2020,Child Maltreatment
Baltimore County,4.3,All races/ ethnicities (aggregated),2020,Child Maltreatment
Calvert,3.3,All races/ ethnicities (aggregated),2020,Child Maltreatment
Caroline,6.2,All races/ ethnicities (aggregated),2020,Child Maltreatment
Carroll,2.4,All races/ ethnicities (aggregated),2020,Child Maltreatment
Cecil,7.7,All races/ ethnicities (aggregated),2020,Child Maltreatment
Charles,2.2,All races/ ethnicities (aggregated),2020,Child Maltreatment
Dorchester,8.8,All races/ ethnicities (aggregated),2020,Child Maltreatment
Frederick,3.3,All races/ ethnicities (aggregated),2020,Child Maltreatment
Garrett,11.6,All races/ ethnicities (aggregated),2020,Child Maltreatment
Harford,7.5,All races/ ethnicities (aggregated),2020,Child Maltreatment
Howard,1.8,All races/ ethnicities (aggregated),2020,Child Maltreatment
Kent,4.3,All races/ ethnicities (aggregated),2020,Child Maltreatment
Montgomery,2.7,All races/ ethnicities (aggregated),2020,Child Maltreatment
Somerset,6.7,All races/ ethnicities (aggregated),2020,Child Maltreatment
Talbot,5.5,All races/ ethnicities (aggregated),2020,Child Maltreatment
Washington,6.5,All races/ ethnicities (aggregated),2020,Child Maltreatment
Wicomico,6.5,All races/ ethnicities (aggregated),2020,Child Maltreatment
Worcester,13.5,All races/ ethnicities (aggregated),2020,Child Maltreatment
Prince George's,0.2,Asian/Pacific Islander Non-Hispanic/Latino,2020,Child Maltreatment
Queen Anne's,,Asian/Pacific Islander Non-Hispanic/Latino,2020,Child Maltreatment
Saint Mary's,,Asian/Pacific Islander Non-Hispanic/Latino,2020,Child Maltreatment
State,0.4,Asian/Pacific Islander Non-Hispanic/Latino,2020,Child Maltreatment
Allegany,,Asian/Pacific Islander Non-Hispanic/Latino,2020,Child Maltreatment
Anne Arundel,,Asian/Pacific Islander Non-Hispanic/Latino,2020,Child Maltreatment
Baltimore City,0.4,Asian/Pacific Islander Non-Hispanic/Latino,2020,Child Maltreatment
Baltimore County,0.6,Asian/Pacific Islander Non-Hispanic/Latino,2020,Child Maltreatment
Calvert,,Asian/Pacific Islander Non-Hispanic/Latino,2020,Child Maltreatment
Caroline,,Asian/Pacific Islander Non-Hispanic/Latino,2020,Child Maltreatment
Carroll,0.9,Asian/Pacific Islander Non-Hispanic/Latino,2020,Child Maltreatment
Cecil,,Asian/Pacific Islander Non-Hispanic/Latino,2020,Child Maltreatment
Charles,,Asian/Pacific Islander Non-Hispanic/Latino,2020,Child Maltreatment
Dorchester,,Asian/Pacific Islander Non-Hispanic/Latino,2020,Child Maltreatment
Frederick,0.8,Asian/Pacific Islander Non-Hispanic/Latino,2020,Child Maltreatment
Garrett,,Asian/Pacific Islander Non-Hispanic/Latino,2020,Child Maltreatment
Harford,1.4,Asian/Pacific Islander Non-Hispanic/Latino,2020,Child Maltreatment
Howard,0.2,Asian/Pacific Islander Non-Hispanic/Latino,2020,Child Maltreatment
Kent,,Asian/Pacific Islander Non-Hispanic/Latino,2020,Child Maltreatment
Montgomery,0.5,Asian/Pacific Islander Non-Hispanic/Latino,2020,Child Maltreatment
Somerset,,Asian/Pacific Islander Non-Hispanic/Latino,2020,Child Maltreatment
Talbot,,Asian/Pacific Islander Non-Hispanic/Latino,2020,Child Maltreatment
Washington,1.1,Asian/Pacific Islander Non-Hispanic/Latino,2020,Child Maltreatment
Wicomico,,Asian/Pacific Islander Non-Hispanic/Latino,2020,Child Maltreatment
Worcester,4.9,Asian/Pacific Islander Non-Hispanic/Latino,2020,Child Maltreatment
State,5.0,Black or African American,2020,Child Maltreatment
Allegany,18.2,Black or African American,2020,Child Maltreatment
Anne Arundel,2.9,Black or African American,2020,Child Maltreatment
Baltimore City,9.6,Black or African American,2020,Child Maltreatment
Baltimore County,4.7,Black or African American,2020,Child Maltreatment
Calvert,6.9,Black or African American,2020,Child Maltreatment
Caroline,6.6,Black or African American,2020,Child Maltreatment
Carroll,1.7,Black or African American,2020,Child Maltreatment
Cecil,6.5,Black or African American,2020,Child Maltreatment
Charles,1.2,Black or African American,2020,Child Maltreatment
Dorchester,11.8,Black or African American,2020,Child Maltreatment
Frederick,4.0,Black or African American,2020,Child Maltreatment
Garrett,,Black or African American,2020,Child Maltreatment
Harford,10.6,Black or African American,2020,Child Maltreatment
Howard,2.7,Black or African American,2020,Child Maltreatment
Kent,,Black or African American,2020,Child Maltreatment
Montgomery,3.2,Black or African American,2020,Child Maltreatment
Somerset,6.6,Black or African American,2020,Child Maltreatment
Talbot,7.8,Black or African American,2020,Child Maltreatment
Washington,6.5,Black or African American,2020,Child Maltreatment
Wicomico,5.8,Black or African American,2020,Child Maltreatment
Worcester,13.3,Black or African American,2020,Child Maltreatment
Prince George's,3.4,Black or African American,2020,Child Maltreatment
Queen Anne's,2.7,Black or African American,2020,Child Maltreatment
Saint Mary's,2.6,Black or African American,2020,Child Maltreatment
State,5.3,Black or African American Non-Hispanic/Latino,2020,Child Maltreatment
Allegany,19.1,Black or African American Non-Hispanic/Latino,2020,Child Maltreatment
Anne Arundel,3.1,Black or African American Non-Hispanic/Latino,2020,Child Maltreatment
Baltimore City,9.8,Black or African American Non-Hispanic/Latino,2020,Child Maltreatment
Baltimore County,4.9,Black or African American Non-Hispanic/Latino,2020,Child Maltreatment
Calvert,7.3,Black or African American Non-Hispanic/Latino,2020,Child Maltreatment
Caroline,7.1,Black or African American Non-Hispanic/Latino,2020,Child Maltreatment
Carroll,1.8,Black or African American Non-Hispanic/Latino,2020,Child Maltreatment
Cecil,6.8,Black or African American Non-Hispanic/Latino,2020,Child Maltreatment
Charles,1.3,Black or African American Non-Hispanic/Latino,2020,Child Maltreatment
Dorchester,12.2,Black or African American Non-Hispanic/Latino,2020,Child Maltreatment
Frederick,4.5,Black or African American Non-Hispanic/Latino,2020,Child Maltreatment
Garrett,,Black or African American Non-Hispanic/Latino,2020,Child Maltreatment
Harford,11.2,Black or African American Non-Hispanic/Latino,2020,Child Maltreatment
Howard,2.8,Black or African American Non-Hispanic/Latino,2020,Child Maltreatment
Kent,,Black or African American Non-Hispanic/Latino,2020,Child Maltreatment
Montgomery,3.5,Black or African American Non-Hispanic/Latino,2020,Child Maltreatment
Somerset,6.9,Black or African American Non-Hispanic/Latino,2020,Child Maltreatment
Talbot,8.5,Black or African American Non-Hispanic/Latino,2020,Child Maltreatment
Washington,6.8,Black or African American Non-Hispanic/Latino,2020,Child Maltreatment
Wicomico,6.0,Black or African American Non-Hispanic/Latino,2020,Child Maltreatment
Worcester,13.9,Black or African American Non-Hispanic/Latino,2020,Child Maltreatment
Prince George's,3.6,Black or African American Non-Hispanic/Latino,2020,Child Maltreatment
Queen Anne's,2.9,Black or African American Non-Hispanic/Latino,2020,Child Maltreatment
Saint Mary's,2.7,Black or African American Non-Hispanic/Latino,2020,Child Maltreatment
Prince George's,2.5,Hispanic,2020,Child Maltreatment
Queen Anne's,8.3,Hispanic,2020,Child Maltreatment
Saint Mary's,1.5,Hispanic,2020,Child Maltreatment
State,2.7,Hispanic,2020,Child Maltreatment
Allegany,,Hispanic,2020,Child Maltreatment
Anne Arundel,1.4,Hispanic,2020,Child Maltreatment
Baltimore City,5.9,Hispanic,2020,Child Maltreatment
Baltimore County,3.2,Hispanic,2020,Child Maltreatment
Calvert,3.0,Hispanic,2020,Child Maltreatment
Caroline,3.5,Hispanic,2020,Child Maltreatment
Carroll,,Hispanic,2020,Child Maltreatment
Cecil,4.0,Hispanic,2020,Child Maltreatment
Charles,1.6,Hispanic,2020,Child Maltreatment
Dorchester,6.7,Hispanic,2020,Child Maltreatment
Frederick,2.2,Hispanic,2020,Child Maltreatment
Garrett,,Hispanic,2020,Child Maltreatment
Harford,4.6,Hispanic,2020,Child Maltreatment
Howard,1.3,Hispanic,2020,Child Maltreatment
Kent,,Hispanic,2020,Child Maltreatment
Montgomery,2.8,Hispanic,2020,Child Maltreatment
Somerset,,Hispanic,2020,Child Maltreatment
Talbot,0.9,Hispanic,2020,Child Maltreatment
Washington,3.5,Hispanic,2020,Child Maltreatment
Wicomico,1.8,Hispanic,2020,Child Maltreatment
Worcester,4.7,Hispanic,2020,Child Maltreatment
Prince George's,1.2,White,2020,Child Maltreatment
Queen Anne's,0.5,White,2020,Child Maltreatment
Saint Mary's,2.0,White,2020,Child Maltreatment
State,2.2,White,2020,Child Maltreatment
Allegany,6.3,White,2020,Child Maltreatment
Anne Arundel,1.8,White,2020,Child Maltreatment
Baltimore City,3.4,White,2020,Child Maltreatment
Baltimore County,2.4,White,2020,Child Maltreatment
Calvert,2.1,White,2020,Child Maltreatment
Caroline,4.2,White,2020,Child Maltreatment
Carroll,1.6,White,2020,Child Maltreatment
Cecil,4.4,White,2020,Child Maltreatment
Charles,1.9,White,2020,Child Maltreatment
Dorchester,3.7,White,2020,Child Maltreatment
Frederick,1.9,White,2020,Child Maltreatment
Garrett,10.6,White,2020,Child Maltreatment
Harford,4.3,White,2020,Child Maltreatment
Howard,0.9,White,2020,Child Maltreatment
Kent,3.9,White,2020,Child Maltreatment
Montgomery,0.9,White,2020,Child Maltreatment
Somerset,5.8,White,2020,Child Maltreatment
Talbot,2.8,White,2020,Child Maltreatment
Washington,2.8,White,2020,Child Maltreatment
Wicomico,4.2,White,2020,Child Maltreatment
Worcester,8.1,White,2020,Child Maltreatment
State,2.5,White Non-Hispanic/Latino,2020,Child Maltreatment
Allegany,6.4,White Non-Hispanic/Latino,2020,Child Maltreatment
Anne Arundel,2.0,White Non-Hispanic/Latino,2020,Child Maltreatment
Baltimore City,4.1,White Non-Hispanic/Latino,2020,Child Maltreatment
Baltimore County,2.5,White Non-Hispanic/Latino,2020,Child Maltreatment
Calvert,2.0,White Non-Hispanic/Latino,2020,Child Maltreatment
Caroline,4.7,White Non-Hispanic/Latino,2020,Child Maltreatment
Carroll,1.7,White Non-Hispanic/Latino,2020,Child Maltreatment
Cecil,4.6,White Non-Hispanic/Latino,2020,Child Maltreatment
Charles,2.0,White Non-Hispanic/Latino,2020,Child Maltreatment
Dorchester,3.6,White Non-Hispanic/Latino,2020,Child Maltreatment
Frederick,1.9,White Non-Hispanic/Latino,2020,Child Maltreatment
Garrett,10.8,White Non-Hispanic/Latino,2020,Child Maltreatment
Harford,4.4,White Non-Hispanic/Latino,2020,Child Maltreatment
Howard,0.9,White Non-Hispanic/Latino,2020,Child Maltreatment
Kent,4.3,White Non-Hispanic/Latino,2020,Child Maltreatment
Montgomery,0.7,White Non-Hispanic/Latino,2020,Child Maltreatment
Somerset,6.7,White Non-Hispanic/Latino,2020,Child Maltreatment
Talbot,3.4,White Non-Hispanic/Latino,2020,Child Maltreatment
Washington,2.8,White Non-Hispanic/Latino,2020,Child Maltreatment
Wicomico,4.9,White Non-Hispanic/Latino,2020,Child Maltreatment
Worcester,8.6,White Non-Hispanic/Latino,2020,Child Maltreatment
Prince George's,1.5,White Non-Hispanic/Latino,2020,Child Maltreatment
Queen Anne's,0.6,White Non-Hispanic/Latino,2020,Child Maltreatment
Saint Mary's,2.0,White Non-Hispanic/Latino,2020,Child Maltreatment
State,4.6,All races/ ethnicities (aggregated),2021,Child Maltreatment
Prince George's,3.9,All races/ ethnicities (aggregated),2021,Child Maltreatment
Queen Anne's,4.4,All races/ ethnicities (aggregated),2021,Child Maltreatment
Saint Mary's,4.2,All races/ ethnicities (aggregated),2021,Child Maltreatment
Allegany,8.6,All races/ ethnicities (aggregated),2021,Child Maltreatment
Anne Arundel,3.5,All races/ ethnicities (aggregated),2021,Child Maltreatment
Baltimore City,10.4,All races/ ethnicities (aggregated),2021,Child Maltreatment
Baltimore County,3.7,All races/ ethnicities (aggregated),2021,Child Maltreatment
Calvert,3.2,All races/ ethnicities (aggregated),2021,Child Maltreatment
Caroline,6.2,All races/ ethnicities (aggregated),2021,Child Maltreatment
Carroll,2.5,All races/ ethnicities (aggregated),2021,Child Maltreatment
Cecil,11.3,All races/ ethnicities (aggregated),2021,Child Maltreatment
Charles,2.6,All races/ ethnicities (aggregated),2021,Child Maltreatment
Dorchester,8.0,All races/ ethnicities (aggregated),2021,Child Maltreatment
Frederick,3.8,All races/ ethnicities (aggregated),2021,Child Maltreatment
Garrett,10.1,All races/ ethnicities (aggregated),2021,Child Maltreatment
Harford,7.5,All races/ ethnicities (aggregated),2021,Child Maltreatment
Howard,2.0,All races/ ethnicities (aggregated),2021,Child Maltreatment
Kent,6.0,All races/ ethnicities (aggregated),2021,Child Maltreatment
Montgomery,2.5,All races/ ethnicities (aggregated),2021,Child Maltreatment
Somerset,7.4,All races/ ethnicities (aggregated),2021,Child Maltreatment
Talbot,4.9,All races/ ethnicities (aggregated),2021,Child Maltreatment
Washington,7.6,All races/ ethnicities (aggregated),2021,Child Maltreatment
Wicomico,6.9,All races/ ethnicities (aggregated),2021,Child Maltreatment
Worcester,14.6,All races/ ethnicities (aggregated),2021,Child Maltreatment
Prince George's,0.6,Asian/Pacific Islander Non-Hispanic/Latino,2021,Child Maltreatment
Queen Anne's,,Asian/Pacific Islander Non-Hispanic/Latino,2021,Child Maltreatment
Saint Mary's,,Asian/Pacific Islander Non-Hispanic/Latino,2021,Child Maltreatment
State,0.6,Asian/Pacific Islander Non-Hispanic/Latino,2021,Child Maltreatment
Allegany,,Asian/Pacific Islander Non-Hispanic/Latino,2021,Child Maltreatment
Anne Arundel,0.9,Asian/Pacific Islander Non-Hispanic/Latino,2021,Child Maltreatment
Baltimore City,0.4,Asian/Pacific Islander Non-Hispanic/Latino,2021,Child Maltreatment
Baltimore County,1.1,Asian/Pacific Islander Non-Hispanic/Latino,2021,Child Maltreatment
Calvert,1.6,Asian/Pacific Islander Non-Hispanic/Latino,2021,Child Maltreatment
Caroline,,Asian/Pacific Islander Non-Hispanic/Latino,2021,Child Maltreatment
Carroll,1.9,Asian/Pacific Islander Non-Hispanic/Latino,2021,Child Maltreatment
Cecil,,Asian/Pacific Islander Non-Hispanic/Latino,2021,Child Maltreatment
Charles,,Asian/Pacific Islander Non-Hispanic/Latino,2021,Child Maltreatment
Dorchester,,Asian/Pacific Islander Non-Hispanic/Latino,2021,Child Maltreatment
Frederick,0.5,Asian/Pacific Islander Non-Hispanic/Latino,2021,Child Maltreatment
Garrett,,Asian/Pacific Islander Non-Hispanic/Latino,2021,Child Maltreatment
Harford,0.5,Asian/Pacific Islander Non-Hispanic/Latino,2021,Child Maltreatment
Howard,0.2,Asian/Pacific Islander Non-Hispanic/Latino,2021,Child Maltreatment
Kent,,Asian/Pacific Islander Non-Hispanic/Latino,2021,Child Maltreatment
Montgomery,0.5,Asian/Pacific Islander Non-Hispanic/Latino,2021,Child Maltreatment
Somerset,,Asian/Pacific Islander Non-Hispanic/Latino,2021,Child Maltreatment
Talbot,,Asian/Pacific Islander Non-Hispanic/Latino,2021,Child Maltreatment
Washington,,Asian/Pacific Islander Non-Hispanic/Latino,2021,Child Maltreatment
Wicomico,,Asian/Pacific Islander Non-Hispanic/Latino,2021,Child Maltreatment
Worcester,,Asian/Pacific Islander Non-Hispanic/Latino,2021,Child Maltreatment
State,4.4,Black or African American,2021,Child Maltreatment
Allegany,14.3,Black or African American,2021,Child Maltreatment
Anne Arundel,5.2,Black or African American,2021,Child Maltreatment
Baltimore City,8.6,Black or African American,2021,Child Maltreatment
Baltimore County,3.8,Black or African American,2021,Child Maltreatment
Calvert,4.6,Black or African American,2021,Child Maltreatment
Caroline,2.2,Black or African American,2021,Child Maltreatment
Carroll,3.9,Black or African American,2021,Child Maltreatment
Cecil,5.7,Black or African American,2021,Child Maltreatment
Charles,2.3,Black or African American,2021,Child Maltreatment
Dorchester,7.7,Black or African American,2021,Child Maltreatment
Prince George's,1.9,Black or African American,2021,Child Maltreatment
Queen Anne's,8.1,Black or African American,2021,Child Maltreatment
Saint Mary's,4.2,Black or African American,2021,Child Maltreatment
Frederick,4.0,Black or African American,2021,Child Maltreatment
Garrett,,Black or African American,2021,Child Maltreatment
Harford,9.0,Black or African American,2021,Child Maltreatment
Howard,3.2,Black or African American,2021,Child Maltreatment
Kent,6.3,Black or African American,2021,Child Maltreatment
Montgomery,2.7,Black or African American,2021,Child Maltreatment
Somerset,5.0,Black or African American,2021,Child Maltreatment
Talbot,6.9,Black or African American,2021,Child Maltreatment
Washington,8.7,Black or African American,2021,Child Maltreatment
Wicomico,6.6,Black or African American,2021,Child Maltreatment
Worcester,15.7,Black or African American,2021,Child Maltreatment
State,4.6,Black or African American Non-Hispanic/Latino,2021,Child Maltreatment
Allegany,15.0,Black or African American Non-Hispanic/Latino,2021,Child Maltreatment
Anne Arundel,5.5,Black or African American Non-Hispanic/Latino,2021,Child Maltreatment
Baltimore City,8.8,Black or African American Non-Hispanic/Latino,2021,Child Maltreatment
Baltimore County,3.9,Black or African American Non-Hispanic/Latino,2021,Child Maltreatment
Calvert,4.8,Black or African American Non-Hispanic/Latino,2021,Child Maltreatment
Caroline,2.4,Black or African American Non-Hispanic/Latino,2021,Child Maltreatment
Carroll,4.2,Black or African American Non-Hispanic/Latino,2021,Child Maltreatment
Cecil,6.3,Black or African American Non-Hispanic/Latino,2021,Child Maltreatment
Charles,2.2,Black or African American Non-Hispanic/Latino,2021,Child Maltreatment
Dorchester,8.3,Black or African American Non-Hispanic/Latino,2021,Child Maltreatment
Frederick,4.5,Black or African American Non-Hispanic/Latino,2021,Child Maltreatment
